caste1,degree,employed1,income1,mother1,occupation,religion1,account
Iyer,MBA/PGDM,Others,INR 7 lakhs to 10 lakhs,Tamil,Finance and Accounts,Hindu,real
Protestant,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Tamil,IT,Christian,real
Sozhiya Vellalar,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Devar/Thevar/Mukkulathor,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Pandaram,Engineering,MNC,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Vokkaliga,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Adi Dravida,M.Sc. (Science),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Protestant,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Tamil,IT,Christian,real
Brahmin - Iyengar,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Tamil,IT,Hindu,real
Kulalar,BL/LLB/BGL (Law),Others,INR 7 lakhs to 10 lakhs,Tamil,Legal,Hindu,real
Adi Dravida,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Mudaliar,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Vellalar,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Adi Dravida,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Yadav,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Marketing and Communications,Hindu,real
Vannia Kula Kshatriyar,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Marketing and Communications,Hindu,real
Vannia Kula Kshatriyar,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Tamil,Others,Hindu,real
Mudaliyar,Other Diploma,Others,INR 7 lakhs to 10 lakhs,Tamil,Pharmaceutical/Biotechnology,Hindu,real
Protestant,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Tamil,Purchase/Logistics/Supply chain,Christian,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Telecom/ISP,Hindu,real
Devandra Kula Vellalar,BBA/BBM/BBS,Private Sector,Don't wish to specify,Tamil,Admin/Secretarial,Hindu,real
Nadar,10th,Others,Don't wish to specify,Tamil,Agriculture,Hindu,real
Protestant,10th,Private Sector,Don't wish to specify,Tamil,Finance and Accounts,Christian,real
Others,Other Post Graduation,Private Sector,Don't wish to specify,Tamil,Health Care,Muslim,real
Brahmin - Iyengar,B.Sc (Science),Private Sector,Don't wish to specify,Tamil,IT,Hindu,real
Mudaliar,B.Com (Commerce),State Government,Don't wish to specify,Tamil,Government Employee,Hindu,real
Mudaliar,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Velaan/Vellalar,B.Sc (Science),Private Sector,Don't wish to specify,Tamil,Others,Hindu,real
Chettiar,MBA/PGDM,Private Sector,Don't wish to specify,Tamil,Purchase/Logistics/Supply chain,Hindu,real
Mudaliyar,B.A. (Arts),Private Sector,Don't wish to specify,Tamil,Sales/Business Development,Hindu,real
Nadar,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Tamil,Education/Training,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),Others,Don't wish to specify,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Chettiar,MBA/PGDM,Others,INR Under 50 thousand,Tamil,Business Owner/Entrepreneur,Hindu,real
Chettiar,MD/MS (Medicine),Private Sector,INR Under 50 thousand,Tamil,Health Care,Hindu,real
Sunni,Other Diploma,Private Sector,INR Under 50 thousand,Tamil,IT,Muslim,real
Kongu Vellala Gounder,10th,Others,INR Under 50 thousand,Tamil,Sales/Business Development,Hindu,real
Brahmin,12th,Private Sector,INR 1 lakh to 2 lakhs,Telugu,Admin/Secretarial,Hindu,real
Padmasali,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Telugu,Advertising/Entertainment/Media,Hindu,real
Yadav,M.Arch. (Architecture),Central Government,INR 1 lakh to 2 lakhs,Telugu,Advertising/Entertainment/Media,Hindu,real
Reddy,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Telugu,Agriculture,Hindu,real
Reddy,PG Diploma,Central Government,INR 1 lakh to 2 lakhs,Telugu,Artists/Animators/Web Designers,Hindu,real
Kamma,12th,MNC,INR 1 lakh to 2 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Kamma,BE B.Tech (Engineering),MNC,INR 1 lakh to 2 lakhs,Telugu,Business Owner/Entrepreneur,Hindu,real
Gandla,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Telugu,Construction,Hindu,real
Yadav,PG Diploma,Central Government,INR 1 lakh to 2 lakhs,Telugu,Construction,Hindu,real
Arya Vysya,B.Sc (Science),MNC,INR 1 lakh to 2 lakhs,Telugu,Customer Service/Call Centre/BPO,Hindu,real
Naidu,12th,Private Sector,INR 1 lakh to 2 lakhs,Telugu,Customer Service/Call Centre/BPO,Hindu,real
Balija,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Telugu,Education/Training,Hindu,real
Bhatraju,ME/M.Tech/MS (Engg/Sciences),State Government,INR 1 lakh to 2 lakhs,Telugu,Electronics,Hindu,real
Padmasali,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Telugu,Finance and Accounts,Hindu,real
Padmasali,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Telugu,Finance and Accounts,Hindu,real
Yadav,CA (Chartered Accountant),State Government,INR 1 lakh to 2 lakhs,Telugu,Government Employee,Hindu,real
Brahmin,12th,Central Government,INR 1 lakh to 2 lakhs,Telugu,Government Employee,Hindu,real
Arya Vysya,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Telugu,IT,Hindu,real
Protestant,B.Sc (Science),Private Sector,INR 1 lakh to 2 lakhs,Telugu,IT,Christian,real
Kapu,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Gandla,B.Sc (Science),State Government,INR 1 lakh to 2 lakhs,Telugu,Others,Hindu,real
Brahmin - Vaidiki,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Kapu,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Padmasali,ME/M.Tech/MS (Engg/Sciences),MNC,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Ayyaraka,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Viswabrahmin,MCA/PGDCA,MNC,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Reddy,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Balija/Kapu/Kapu Naidu/Naidu/Setti Balija/Settibalija,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Perika,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Muthuraja,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,IT,Hindu,real
Balija,Ph.D. (Doctorate),MNC,INR 10 lakhs to 15 lakhs,Telugu,Management/Corporate Professionals,Hindu,real
Kamma,M.Arch. (Architecture),Private Sector,INR 10 lakhs to 15 lakhs,Telugu,Management/Corporate Professionals,Hindu,real
Brahmin 6000 Niyogi,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Brahmin - Iyengar,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 15 lakhs to 20 lakhs,Telugu,Electronics,Hindu,real
Reddy,Master of Fashion Technology,Private Sector,INR 15 lakhs to 20 lakhs,Telugu,Export/Import,Hindu,real
Brahmin - Vaidiki,CA (Chartered Accountant),Private Sector,INR 15 lakhs to 20 lakhs,Telugu,IT,Hindu,real
Reddy,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 15 lakhs to 20 lakhs,Telugu,IT,Hindu,real
Brahmin 6000 Niyogi,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Admin/Secretarial,Hindu,real
Brahmin,B.Sc (Science),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Advertising/Entertainment/Media,Hindu,real
Padmasali,M.Lib.Sc. (Library Sciences),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Agriculture,Hindu,real
Kuruba,MCA/PGDCA,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Business Owner/Entrepreneur,Hindu,real
Goud,MCA/PGDCA,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Construction,Hindu,real
Reddy,M.Ed. (Education),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Education/Training,Hindu,real
Kummari,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Finance and Accounts,Hindu,real
Balija,BE B.Tech (Engineering),State Government,INR 2 lakhs to 3 lakhs,Telugu,Health Care,Hindu,real
Catholic,BDS (Dental Surgery),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Health Care,Christian,real
Chattada Sri Vaishnava,M.Sc. (Science),MNC,INR 2 lakhs to 3 lakhs,Telugu,Health Care,Hindu,real
Padmasali,Other Diploma,MNC,INR 2 lakhs to 3 lakhs,Telugu,IT,Hindu,real
Kapu,BL/LLB/BGL (Law),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Legal,Hindu,real
Ediga,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Management/Corporate Professionals,Hindu,real
Mudiraj,Engineering,Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Yadav,BE B.Tech (Engineering),Others,INR 2 lakhs to 3 lakhs,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Arya Vysya,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Pharmaceutical/Biotechnology,Hindu,real
Kapu,M.Sc. (Science),Private Sector,INR 2 lakhs to 3 lakhs,Telugu,Pharmaceutical/Biotechnology,Hindu,real
Naidu,MBA/PGDM,Others,INR 20 lakhs to 25 lakhs,Telugu,Business Owner/Entrepreneur,Hindu,real
Arya Vysya,MBA/PGDM,Central Government,INR 3 lakhs to 4 lakhs,Telugu,Defence,Hindu,real
Velama,M.Sc. (Science),Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Education/Training,Hindu,real
Padmasali,ICWA,MNC,INR 3 lakhs to 4 lakhs,Telugu,Finance and Accounts,Hindu,real
Viswabrahmin,BE B.Tech (Engineering),Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Finance and Accounts,Hindu,real
Reddy,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Human Resource,Hindu,real
Madiga,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Human Resource,Hindu,real
Munnuru Kapu,MCA/PGDCA,MNC,INR 3 lakhs to 4 lakhs,Telugu,IT,Hindu,real
Kamma,MCA/PGDCA,Private Sector,INR 3 lakhs to 4 lakhs,Telugu,IT,Hindu,real
Kamma,BCA (Computer Application),Private Sector,INR 3 lakhs to 4 lakhs,Telugu,IT,Hindu,real
Devanga,M.Sc. (Science),MNC,INR 3 lakhs to 4 lakhs,Telugu,IT,Hindu,real
Velama,BE B.Tech (Engineering),Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Reddy,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Marketing and Communications,Hindu,real
Kshatriya,BE B.Tech (Engineering),Others,INR 3 lakhs to 4 lakhs,Telugu,Others,Hindu,real
Brahmin - Velanadu,Engineering,Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Others,Hindu,real
Protestant,B.Com (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Telugu,Others,Christian,real
Arya Vysya,B.Sc (Science),MNC,INR 3 lakhs to 4 lakhs,Telugu,Purchase/Logistics/Supply chain,Hindu,real
Scheduled Caste,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Telugu,Purchase/Logistics/Supply chain,Hindu,real
Arya Vysya,Engineering,Others,INR 3 lakhs to 4 lakhs,Telugu,Telecom/ISP,Hindu,real
Arekatica,CS (Company Secretary),Private Sector,INR 4 lakhs to 5 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Catholic,MCA/PGDCA,Private Sector,INR 4 lakhs to 5 lakhs,Telugu,Business Owner/Entrepreneur,Christian,real
Reddy,Engineering,Others,INR 4 lakhs to 5 lakhs,Telugu,Business Owner/Entrepreneur,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 4 lakhs to 5 lakhs,Telugu,Construction,Hindu,real
Brahmin - Smartha,B.Ed (Education),Private Sector,INR 4 lakhs to 5 lakhs,Telugu,Education/Training,Hindu,real
Kshatriya,M.Ed. (Education),Public Sector,INR 4 lakhs to 5 lakhs,Telugu,Education/Training,Hindu,real
Reddy,Other Diploma,Public Sector,INR 4 lakhs to 5 lakhs,Telugu,Government Employee,Hindu,real
Telugu,BCA (Computer Application),MNC,INR 4 lakhs to 5 lakhs,Telugu,Health Care,Hindu,real
Reddy,CA (Chartered Accountant),MNC,INR 4 lakhs to 5 lakhs,Telugu,Health Care,Hindu,real
Kamma,MCA/PGDCA,Private Sector,INR 4 lakhs to 5 lakhs,Telugu,IT,Hindu,real
Goud,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 4 lakhs to 5 lakhs,Telugu,IT,Hindu,real
Jaalari,CA (Chartered Accountant),Others,INR 4 lakhs to 5 lakhs,Telugu,Oil/Gas,Hindu,real
Munnuru Kapu,B.Com (Commerce),State Government,INR 4 lakhs to 5 lakhs,Telugu,Others,Hindu,real
Mudiraj,M.Sc. (Science),Central Government,INR 4 lakhs to 5 lakhs,Telugu,Science,Hindu,real
Reddy,ME/M.Tech/MS (Engg/Sciences),MNC,INR 40 lakhs to 50 lakhs,Telugu,IT,Hindu,real
Arya Vysya,MBA/PGDM,Private Sector,INR 5 lakhs to 7 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Mudiraj,MBA/PGDM,Private Sector,INR 50 lakhs and above,Telugu,IT,Hindu,real
Others,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Telugu,IT,Christian,real
Brahmin - Dravida,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 50 lakhs and above,Telugu,Banking/Insurance/Financial Services,Hindu,real
Protestant,MBA/PGDM,Central Government,INR 50 lakhs and above,Telugu,Civil Services/Law Enforcement,Christian,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 50 lakhs and above,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Mala,BHM (Hotel Management),Public Sector,INR 50 thousand to 1 lakh,Telugu,Admin/Secretarial,Hindu,real
Scheduled Caste,M.Sc. (Science),Private Sector,INR 50 thousand to 1 lakh,Telugu,Agriculture,Hindu,real
Kshatriya,Fashion/Design,Central Government,INR 50 thousand to 1 lakh,Telugu,Artists/Animators/Web Designers,Hindu,real
Rajput,Bachelor of Fashion Technology,State Government,INR 50 thousand to 1 lakh,Telugu,Customer Service/Call Centre/BPO,Hindu,real
Others,B.Com (Commerce),Others,INR 50 thousand to 1 lakh,Telugu,IT,Christian,real
Madiga,B.Com (Commerce),Private Sector,INR 50 thousand to 1 lakh,Telugu,Others,Hindu,real
Yadav,ME/M.Tech/MS (Engg/Sciences),Central Government,INR 7 lakhs to 10 lakhs,Telugu,Travel/Airlines,Hindu,real
Patnaick/Sistakaranam,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,Advertising/Entertainment/Media,Hindu,real
Brahmin,B.A. (Arts),Others,INR 7 lakhs to 10 lakhs,Telugu,Advertising/Entertainment/Media,Hindu,real
Arya Vysya,Masters,Others,INR 7 lakhs to 10 lakhs,Telugu,Banking/Insurance/Financial Services,Hindu,real
Protestant,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Telugu,Business Owner/Entrepreneur,Christian,real
Devanga,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,Finance and Accounts,Hindu,real
Brahmin,MCA PGDCA part time,MNC,INR 7 lakhs to 10 lakhs,Telugu,Government Employee,Hindu,real
Yadav,M.Tech,Central Government,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Naidu,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Vaddera,M.Tech,Public Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Kamma,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Goud,MCA/PGDCA,Public Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Rajaka,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Padmasali,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Viswabrahmin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Brahmin - Niyogi,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Balija,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Kummari,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Mudiraj,BE B.Tech (Engineering),Public Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Balija,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Reddy,MCA PGDCA part time,Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Balija,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Munnuru Kapu,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Nair Vaniya,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Brahmin - Sri Vaishnava,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Brahmin - Dravida,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Telugu,IT,Hindu,real
Brahmin - Niyogi,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,Management/Corporate Professionals,Hindu,real
Brahmin - Vaidiki,M.Com. (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Telugu,Management/Corporate Professionals,Hindu,real
Reddy,Ph.D. (Doctorate),Others,INR 7 lakhs to 10 lakhs,Telugu,Science,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,Don't wish to specify,Telugu,Advertising/Entertainment/Media,Hindu,real
Reddy,BE B.Tech (Engineering),Others,Don't wish to specify,Telugu,Business Owner/Entrepreneur,Hindu,real
Naidu,CA (Chartered Accountant),Others,Don't wish to specify,Telugu,Business Owner/Entrepreneur,Hindu,real
Devanga,MBA/PGDM,Private Sector,Don't wish to specify,Telugu,Customer Service/Call Centre/BPO,Hindu,real
Arya Vysya,M.Sc. (Science),Private Sector,Don't wish to specify,Telugu,Education/Training,Hindu,real
Kamma,MBA/PGDM,Private Sector,Don't wish to specify,Telugu,IT,Hindu,real
Reddy,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Telugu,IT,Hindu,real
Reddy,BL/LLB/BGL (Law),Others,Don't wish to specify,Telugu,Legal,Hindu,real
Brahmin - Vaidiki,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Telugu,Management/Corporate Professionals,Hindu,real
Protestant,MBA/PGDM,Not Working,Don't wish to specify,Telugu,Non Working,Christian,real
Protestant,10th,Private Sector,Don't wish to specify,Telugu,Admin/Secretarial,Christian,real
Brahmin - Niyogi,BCA (Computer Application),MNC,Don't wish to specify,Telugu,Customer Service/Call Centre/BPO,Hindu,real
Padmasali,BE B.Tech (Engineering),Others,Don't wish to specify,Telugu,IT,Hindu,real
Protestant,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Telugu,IT,Christian,real
Reddy,BE B.Tech (Engineering),MNC,Don't wish to specify,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Naidu,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Telugu,Manufacturing/Engineering/R&D,Hindu,real
Chettiar,MBA/PGDM,Private Sector,INR Under 50 thousand,Telugu,Finance and Accounts,Hindu,real
Brahmin,10th,Others,INR Under 50 thousand,Telugu,Others,Hindu,real
Kapu,MCA/PGDCA,MNC,INR Under 50 thousand,Telugu,IT,Hindu,real
Brahmin,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Tulu,Government Employee,Hindu,real
Billava,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Tulu,Banking/Insurance/Financial Services,Hindu,real
Bunt (Shetty),MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Tulu,Banking/Insurance/Financial Services,Hindu,real
Devadiga,B.A. (Arts),Others,INR 3 lakhs to 4 lakhs,Tulu,Human Resource,Hindu,real
Bunt (Shetty),Engineering,MNC,INR 4 lakhs to 5 lakhs,Tulu,Architecture/Design,Hindu,real
Billava,Other Diploma,Others,Don't wish to specify,Tulu,IT,Hindu,real
Mogaveera,BL/LLB/BGL (Law),MNC,Don't wish to specify,Tulu,Legal,Hindu,real
Khandayat,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Urdu,Education/Training,Hindu,real
Sunni,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Urdu,Health Care,Muslim,real
Sunni,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Urdu,Others,Muslim,real
Sia,10th,Others,INR 1 lakh to 2 lakhs,Urdu,Others,Muslim,real
Sunni,M.Sc. (Science),Private Sector,INR 1 lakh to 2 lakhs,Urdu,Others,Muslim,real
Sunni,12th,Private Sector,INR 1 lakh to 2 lakhs,Urdu,Others,Muslim,real
Sunni,CA (Chartered Accountant),Private Sector,INR 10 lakhs to 15 lakhs,Urdu,Advertising/Entertainment/Media,Muslim,real
Sunni,MBA/PGDM,Others,INR 10 lakhs to 15 lakhs,Urdu,Construction,Muslim,real
Sunni,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Urdu,Construction,Muslim,real
Sunni,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Urdu,IT,Muslim,real
Sunni,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Urdu,Sales/Business Development,Muslim,real
Sunni,BBA/BBM/BBS,Private Sector,INR 10 lakhs to 15 lakhs,Urdu,Sales/Business Development,Muslim,real
Sunni,Masters,Central Government,INR 15 lakhs to 20 lakhs,Urdu,Civil Services/Law Enforcement,Muslim,real
Sunni,MBA/PGDM,Public Sector,INR 15 lakhs to 20 lakhs,Urdu,IT,Muslim,real
Sunni,B.Ed (Education),State Government,INR 2 lakhs to 3 lakhs,Urdu,Education/Training,Muslim,real
Others,Integrated PG,Private Sector,INR 2 lakhs to 3 lakhs,Urdu,Export/Import,Muslim,real
Others,MBA/PGDM,MNC,INR 2 lakhs to 3 lakhs,Urdu,Finance and Accounts,Muslim,real
Others,MSW (Social Work),State Government,INR 2 lakhs to 3 lakhs,Urdu,Health Care,Muslim,real
Sunni,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Urdu,IT,Muslim,real
Sunni,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Urdu,IT,Muslim,real
Sunni,BL/LLB/BGL (Law),Public Sector,INR 2 lakhs to 3 lakhs,Urdu,Legal,Muslim,real
Sunni,MBA/PGDM,Public Sector,INR 2 lakhs to 3 lakhs,Urdu,Marketing and Communications,Muslim,real
Sunni,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Urdu,Others,Muslim,real
Sunni,M.Pharm. (Pharmacy),Others,INR 2 lakhs to 3 lakhs,Urdu,Pharmaceutical/Biotechnology,Muslim,real
Sunni,BE B.Tech (Engineering),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Business Owner/Entrepreneur,Muslim,real
Sia,MBA/PGDM,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Muslim,real
Sunni,Integrated PG,Central Government,INR 3 lakhs to 4 lakhs,Urdu,Agriculture,Muslim,real
Sunni,Engineering,Private Sector,INR 3 lakhs to 4 lakhs,Urdu,Banking/Insurance/Financial Services,Muslim,real
Sunni,B.A. (Arts),Others,INR 3 lakhs to 4 lakhs,Urdu,Business Owner/Entrepreneur,Muslim,real
Sunni,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Urdu,Electronics,Muslim,real
Sunni,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Urdu,IT,Muslim,real
Sunni,BE B.Tech (Engineering),Private Sector,INR 3 lakhs to 4 lakhs,Urdu,IT,Muslim,real
Sunni,CA (Chartered Accountant),Others,INR 3 lakhs to 4 lakhs,Urdu,Others,Muslim,real
Sunni,MCA/PGDCA,MNC,INR 3 lakhs to 4 lakhs,Urdu,Others,Muslim,real
Sia,12th,Private Sector,INR 3 lakhs to 4 lakhs,Urdu,Others,Muslim,real
Sunni,BE B.Tech (Engineering),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Construction,Muslim,real
Sunni,B.A. (Arts),Others,INR 4 lakhs to 5 lakhs,Urdu,Business Owner/Entrepreneur,Muslim,real
Sunni,B.Com (Commerce),Others,INR 4 lakhs to 5 lakhs,Urdu,Business Owner/Entrepreneur,Muslim,real
Others,MA (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Urdu,Human Resource,Muslim,real
Others,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Urdu,IT,Muslim,real
Sunni,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Urdu,IT,Muslim,real
