caste1,degree,employed1,income1,mother1,occupation,religion1,account
Kokanastha Maratha,CFA (Chartered Financial Analyst),Private Sector,INR 50 lakhs and above,Urdu,Health Care,Hindu,fake
Gujjar,B.El.Ed (Elementary Education),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Human Resource,Buddhist,fake
Meena,PG Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Sales/Business Development,Jain,fake
Swarnakar,CFA (Chartered Financial Analyst),State Government,INR 50 lakhs and above,Urdu,Admin/Secretarial,Jain,fake
Tamil,M.Arch. (Architecture),State Government,INR 25 lakhs to 30 lakhs,Urdu,Electronics,Hindu,fake
Nepali,BHMS (Homeopathy),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media ,Jain,fake
Kongu Vellala Gounder,B.Sc (Science),State Government,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Sikh,fake
Intercaste,12th,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Marketing and Communications,Hindu,fake
Brahmin - Panda,Other Diploma,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Management/Corporate Professionals,Hindu,fake
Sikh - Bhatia,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Legal,Sikh,fake
Kunbi,10th,State Government,INR 25 lakhs to 30 lakhs,Urdu,Export/Import,Hindu,fake
Sindhi-Lohana,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Marketing and Communications,Buddhist,fake
Sakkhar Sindhi,Integrated PG,State Government,INR 25 lakhs to 30 lakhs,Urdu,Education/Training,Jain,fake
Mathur,MSW (Social Work),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Pharmaceutical/Biotechnology,Buddhist,fake
Varshney,Bachelor of Fashion Technology,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Defence/Management/Corporate Professionals,Buddhist,fake
Meenavar,B.Arch (Architecture),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Legal,Hindu,fake
Intercaste,BHMS (Homeopathy),State Government,INR 30 lakhs to 40 lakhs,Urdu,Legal,Christian,fake
Saliya,Integrated PG,Central Government,INR 20 lakhs to 25 lakhs,Urdu,Defence/Merchant Navy,Christian,fake
Rawat,Integrated PG,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Christian,fake
Valluvan,CFA (Chartered Financial Analyst),State Government,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media,Hindu,fake
Kayastha,Integrated PG,Public Sector,INR 50 lakhs and above,Urdu,Manufacturing/Engineering/R&D,Jain,fake
Kapu Naidu,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Science,Jain,fake
Mapila,BBA/BBM/BBS,Private Sector,INR 50 lakhs and above,Urdu,Beauty/Fashion/Jewellery Designers,Sikh,fake
Mahar,B.Plan (Planning),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Construction,Buddhist,fake
Brahmin - Kokanastha,M.Pharm. (Pharmacy),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Purchase/Logistics/Supply chain,Christian,fake
Brahmin - Sakaldwipi,BCA (Computer Application),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Export/Import,Buddhist,fake
Vaish,Master of Hospital Administration,Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Marketing and Communications,Buddhist,fake
Mukkulathor,M.Sc. (Science),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Civil Services/Law Enforcement,Jain,fake
Pillai,BHM (Hotel Management),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Buddhist,fake
Raigar,Engineering,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Civil Services/Law Enforcement,Sikh,fake
Jeer,Arts/Graphic Designing,Central Government,INR 20 lakhs to 25 lakhs,Urdu,Pharmaceutical/Biotechnology,Jain,fake
Sindhi-Dadu,CA (Chartered Accountant),Central Government,INR 40 lakhs to 50 lakhs,Urdu,Finance and Accounts,Jain,fake
Brahmin - Karhade,Engineering,State Government,INR 30 lakhs to 40 lakhs,Urdu,Finance and Accounts,Buddhist,fake
Mera,M.Lib.Sc. (Library Sciences),State Government,INR 30 lakhs to 40 lakhs,Urdu,Construction,Buddhist,fake
Ezhava,B.Pharm (Pharmacy),State Government,INR 50 lakhs and above,Urdu,Manufacturing/Engineering/R&D,Buddhist,fake
Brahmin - Velanadu,B.Plan (Planning),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Telecom/ISP,Buddhist,fake
Rawat,CFA (Chartered Financial Analyst),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Hotels/Restaurants,Jain,fake
Brahmin - Kanyakubj,Integrated PG,State Government,INR 20 lakhs to 25 lakhs,Urdu,Science,Christian,fake
Mahishya,BHM (Hotel Management),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Sindhi-Larkana,BFA (Fine Arts),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Hindu,fake
Brahmin - Gaur,MDS (Master of Dental Surgery),State Government,INR 50 lakhs and above,Urdu,Defence,Hindu,fake
Mochi,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Christian,fake
Yadav,ME/M.Tech/MS (Engg/Sciences),State Government,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Sikh,fake
Chaurasia,B.Plan (Planning),Central Government,INR 50 lakhs and above,Urdu,Admin/Secretarial,Jain,fake
Shetty,M.Com. (Commerce),State Government,INR 50 lakhs and above,Urdu,Travel/Airlines,Christian,fake
Muthuraja,MBA/PGDM,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Hindu,fake
Brahmin - Dixit,Integrated PG,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Government Employee,Hindu,fake
Jain-Others,B.Com (Commerce),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Pharmaceutical/Biotechnology,Sikh,fake
Barujibi,Arts/Graphic Designing,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Customer Service/Call Centre/BPO,Sikh,fake
"Scheduled Caste,Mahar",M.Sc. (Science),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Construction,Christian,fake
Ghumar,CA (Chartered Accountant),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Sikh,fake
Nair,CS (Company Secretary),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Telecom/ISP,Christian,fake
Kurumbar,Other Diploma,State Government,INR 40 lakhs to 50 lakhs,Urdu,Science,Christian,fake
Gujjar,M.Lib.Sc. (Library Sciences),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media,Sikh,fake
Kongu Vellala Gounder,10th,Public Sector,INR 50 lakhs and above,Urdu,Architecture/Design,Christian,fake
Kashyap,B.Arch (Architecture),State Government,INR 30 lakhs to 40 lakhs,Urdu,Sales/Business Development,Sikh,fake
Brahmin - Dravida,M.Plan. (Planning),Public Sector,INR 50 lakhs and above,Urdu,Health Care,Sikh,fake
Suthar,Master of Fashion Technology,Central Government,INR 20 lakhs to 25 lakhs,Urdu,Customer Service/Call Centre/BPO,Jain,fake
Bishnoi/Vishnoi,ME/M.Tech/MS (Engg/Sciences),State Government,INR 50 lakhs and above,Urdu,Architecture/Design,Buddhist,fake
Baniya,MCA/PGDCA,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,IT,Hindu,fake
Kumbara,B.Ed (Education),Public Sector,INR 50 lakhs and above,Urdu,Education/Training,Christian,fake
Vellalar,M.Sc. (Science),State Government,INR 40 lakhs to 50 lakhs,Urdu,Purchase/Logistics/Supply chain,Sikh,fake
Sikh - Lubana,MBBS,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media ,Christian,fake
Coorgi,CFA (Chartered Financial Analyst),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Sikh,fake
Brahmin - Tyagi,B.Ed (Education),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Finance and Accounts,Sikh,fake
Kori,Other Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Buddhist,fake
Brahmin - Vaidiki,M.Pharm. (Pharmacy),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Oil/Gas,Hindu,fake
"Kapu,Kapu Naidu",BCA (Computer Application),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Government Employee,Christian,fake
Naicker,MSW (Social Work),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Purchase/Logistics/Supply chain,Sikh,fake
Bhatia Sindhi,MCA/PGDCA,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Christian,fake
Gandla,M.Ed. (Education),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Sikh,fake
Sikh - Kshatriya,M.Arch. (Architecture),State Government,INR 25 lakhs to 30 lakhs,Urdu,Marketing and Communications,Hindu,fake
Patnaick/Sistakaranam,BL/LLB/BGL (Law),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Business Owner/Entrepreneur,Jain,fake
Mapila,BDS (Dental Surgery),State Government,INR 50 lakhs and above,Urdu,Education/Training,Christian,fake
Nayaka,MBBS,Public Sector,INR 50 lakhs and above,Urdu,Civil Services/Law Enforcement,Christian,fake
Rajput Rohella/Tank,B.Com (Commerce),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Human Resource,Jain,fake
Chandraseniya Kayastha Prab,B.Ed (Education),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media ,Hindu,fake
Ambalavasi,ME/M.Tech/MS (Engg/Sciences),State Government,INR 30 lakhs to 40 lakhs,Urdu,Others,Jain,fake
Jaalari,Other School/Graduation,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media,Buddhist,fake
Gurav,MBA/PGDM,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Education/Training,Sikh,fake
Sikh - Majabi,B.Ed (Education),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,IT,Jain,fake
Adi Karnataka,M.Phil. (Philosophy),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Electronics,Christian,fake
Ganda,CS (Company Secretary),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Education/Training,Buddhist,fake
"Brahmin,Agarwal",MSW (Social Work),State Government,INR 40 lakhs to 50 lakhs,Urdu,Hotels/Restaurants,Hindu,fake
Goala,B.Com (Commerce),State Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Jain,fake
Jaalari,BBA/BBM/BBS,Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Real Estate,Hindu,fake
Jaiswal,B.El.Ed (Elementary Education),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Advertising/Entertainment/Media ,Christian,fake
Vaniya,BE B.Tech (Engineering),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Merchant Navy,Buddhist,fake
Gandla,M.Sc. (Science),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Defence/Merchant Navy,Buddhist,fake
Dheevara,BHM (Hotel Management),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Others,Hindu,fake
Brahmin - Saraswat,M.Phil. (Philosophy),State Government,INR 25 lakhs to 30 lakhs,Urdu,Oil/Gas,Hindu,fake
Brahmin - Barendra,BE B.Tech (Engineering),State Government,INR 20 lakhs to 25 lakhs,Urdu,Banking/Insurance/Financial Services,Buddhist,fake
Naik/Nayaka,Integrated PG,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Agriculture,Hindu,fake
Teli,BHMS (Homeopathy),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Real Estate,Hindu,fake
Karuneegar,Other School/Graduation,Public Sector,INR 50 lakhs and above,Urdu,IT,Sikh,fake
Somvanshi,BL/LLB/BGL (Law),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Export/Import,Hindu,fake
Goala,Engineering,Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Purchase/Logistics/Supply chain,Sikh,fake
Brahmin 6000 Niyogi,Integrated PG,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Pharmaceutical/Biotechnology,Sikh,fake
Somvanshi,CS (Company Secretary),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Real Estate,Hindu,fake
Kumbara,MSW (Social Work),State Government,INR 25 lakhs to 30 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Hindu,fake
Maratha,Integrated PG,State Government,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Sikh,fake
Madiga,CS (Company Secretary),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Science,Christian,fake
Arora,BCA (Computer Application),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Manufacturing/Engineering/R&D,Buddhist,fake
OBC/Barber/Naayee,Master of Hospital Administration,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Sikh,fake
Brahmin - Rarhi,M.Ed. (Education),Private Sector,INR 50 lakhs and above,Urdu,Sales/Business Development,Hindu,fake
Naik,Engineering,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Civil Services/Law Enforcement,Buddhist,fake
Veera Saivam,BE B.Tech (Engineering),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Pharmaceutical/Biotechnology,Buddhist,fake
Sikh - Kamboj,B.Sc (Science),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Pharmaceutical/Biotechnology,Hindu,fake
Sundhi,CFA (Chartered Financial Analyst),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Education/Training,Christian,fake
Somvanshi,CA (Chartered Accountant),Central Government,INR 40 lakhs to 50 lakhs,Urdu,Business Owner/Entrepreneur,Jain,fake
Barujibi,B.Sc (Science),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Customer Service/Call Centre/BPO,Sikh,fake
Jangam,B.Sc (Science),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Sikh,fake
Brahmin - Saraswat,BBA/BBM/BBS,State Government,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media,Christian,fake
Settibalija,MDS (Master of Dental Surgery),State Government,INR 25 lakhs to 30 lakhs,Urdu,Merchant Navy,Hindu,fake
Tamboli,Other Doctorate,State Government,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Hindu,fake
Nadar,Ph.D. (Doctorate),State Government,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media ,Sikh,fake
Chettiar,MSW (Social Work),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Tamboli,MBBS,Public Sector,INR 50 lakhs and above,Urdu,Business Owner/Entrepreneur,Sikh,fake
Nai,BL/LLB/BGL (Law),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Agriculture,Hindu,fake
"Koiri,Kushwaha,Maurya",BBA/BBM/BBS,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Defence/Merchant Navy,Jain,fake
Brahmin - Niyogi,CS (Company Secretary),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Defence,Christian,fake
Khatri,Master of Fashion Technology,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Agriculture,Christian,fake
Kumawat,B.El.Ed (Elementary Education),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Government Employee,Sikh,fake
Konkani,Master of Fashion Technology,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Hotels/Restaurants,Buddhist,fake
Brahmin - Dravida,Engineering,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,IT,Buddhist,fake
Dusadh (Paswan),MSW (Social Work),State Government,INR 50 lakhs and above,Urdu,Beauty/Fashion/Jewellery Designers,Sikh,fake
Tamil Yadava,BHM (Hotel Management),State Government,INR 20 lakhs to 25 lakhs,Urdu,Business Owner/Entrepreneur,Christian,fake
Karmakar,Bachelor of Fashion Technology,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Merchant Navy,Sikh,fake
MahisyaSaurashtra,BBA/BBM/BBS,State Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
"Scheduled Caste,Mahar",B.Com (Commerce),State Government,INR 25 lakhs to 30 lakhs,Urdu,Management/Corporate Professionals,Jain,fake
Meena,BE B.Tech (Engineering),Central Government,INR 50 lakhs and above,Urdu,Management/Corporate Professionals,Buddhist,fake
Rajput,BE B.Tech (Engineering),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Civil Services/Law Enforcement,Hindu,fake
Kunbi,CFA (Chartered Financial Analyst),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Defence/Merchant Navy,Christian,fake
Ambalavasi,10th,Central Government,INR 50 lakhs and above,Urdu,Non Working,Hindu,fake
Gounder,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Others,Sikh,fake
Arekatica,BCA (Computer Application),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Sikh,fake
Jat,10th,Central Government,INR 50 lakhs and above,Urdu,Health Care,Sikh,fake
Tamboli,BL/LLB/BGL (Law),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Health Care,Buddhist,fake
Koiri,MD/MS (Medicine),State Government,INR 50 lakhs and above,Urdu,Real Estate,Buddhist,fake
"Bengali,Nepali",BL/LLB/BGL (Law),Private Sector,INR 50 lakhs and above,Urdu,Finance and Accounts,Buddhist,fake
Garhwali Rajput,MDS (Master of Dental Surgery),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Buddhist,fake
Besta,Master of Fashion Technology,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Non Working,Christian,fake
Brahmin - Madhwa,12th,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Oil/Gas,Christian,fake
Marvar,BBA/BBM/BBS,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Electronics,Christian,fake
Kshatriya,BHM (Hotel Management),State Government,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Buddhist,fake
Shikarpuri Sindhi,M.Sc. (Science),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Oil/Gas,Jain,fake
Kapu,Integrated PG,Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Travel/Airlines,Sikh,fake
Shewetamber,MSW (Social Work),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Education/Training,Sikh,fake
Gowda,B.Plan (Planning),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Construction,Sikh,fake
Sikh - Tonk Kshatriya,BL/LLB/BGL (Law),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Civil Services/Law Enforcement,Sikh,fake
Shah,Ph.D. (Doctorate),State Government,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Buddhist,fake
Bhatia Sindhi,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Non Working,Hindu,fake
Sadgope,B.Ed (Education),State Government,INR 40 lakhs to 50 lakhs,Urdu,Pharmaceutical/Biotechnology,Jain,fake
Brahmin - Iyengar,BBA/BBM/BBS,Central Government,INR 20 lakhs to 25 lakhs,Urdu,Government Employee,Jain,fake
Brahmin - Vaidiki,MD/MS (Medicine),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Finance and Accounts,Hindu,fake
Panicker,MA (Arts),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Admin/Secretarial,Buddhist,fake
"Nair Vaniya,Nair Vilakkithala",B.Ed (Education),State Government,INR 20 lakhs to 25 lakhs,Urdu,Export/Import,Christian,fake
Barujibi,Bachelor of Fashion Technology,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Science,Buddhist,fake
Karana,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Finance and Accounts,Hindu,fake
Khatri,M.Ed. (Education),State Government,INR 30 lakhs to 40 lakhs,Urdu,Sales/Business Development,Buddhist,fake
Soni,Engineering,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Hindu,fake
Maratha,10th,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Dhoba,M.Phil. (Philosophy),Public Sector,INR 50 lakhs and above,Urdu,Defence,Buddhist,fake
Suthar,BCA (Computer Application),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Export/Import,Buddhist,fake
Punjabi,CS (Company Secretary),State Government,INR 20 lakhs to 25 lakhs,Urdu,Manufacturing/Engineering/R&D,Sikh,fake
Sourashtra,Master of Hospital Administration,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Export/Import,Sikh,fake
Banik,ME/M.Tech/MS (Engg/Sciences),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Legal,Buddhist,fake
Lodhi Rajput,MD/MS (Medicine),State Government,INR 25 lakhs to 30 lakhs,Urdu,Defence,Jain,fake
Maheshwari,M.Arch. (Architecture),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Legal,Sikh,fake
Brahmin - Nagar,10th,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Customer Service/Call Centre/BPO,Hindu,fake
Kalar,BL/LLB/BGL (Law),State Government,INR 20 lakhs to 25 lakhs,Urdu,Manufacturing/Engineering/R&D,Christian,fake
Kapu Naidu,BCA (Computer Application),State Government,INR 25 lakhs to 30 lakhs,Urdu,Customer Service/Call Centre/BPO,Christian,fake
Viswabrahmin,BHM (Hotel Management),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Legal,Buddhist,fake
Sikh - Ahluwalia,Integrated PG,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Manufacturing/Engineering/R&D,Christian,fake
Vaddera,Integrated PG,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Real Estate,Jain,fake
Tantubai,Arts/Graphic Designing,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Electronics,Buddhist,fake
Agarwal,M.Phil. (Philosophy),State Government,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Sikh,fake
Raigar,ME/M.Tech/MS (Engg/Sciences),State Government,INR 40 lakhs to 50 lakhs,Urdu,Defence/Merchant Navy,Jain,fake
Varshney,Master of Hospital Administration,State Government,INR 20 lakhs to 25 lakhs,Urdu,Government Employee,Christian,fake
Namboodiri,M.Sc. (Science),Central Government,INR 50 lakhs and above,Urdu,Non Working,Buddhist,fake
"Sonar,Soni",B.Ed (Education),State Government,INR 50 lakhs and above,Urdu,Civil Services/Law Enforcement,Hindu,fake
Adi Karnataka,M.Sc. (Science),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Telecom/ISP,Hindu,fake
Setti Balija,Other School/Graduation,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Sikh,fake
Bhatia,BCA (Computer Application),State Government,INR 20 lakhs to 25 lakhs,Urdu,Electronics,Buddhist,fake
"Arora,Punjabi",M.Ed. (Education),Central Government,INR 40 lakhs to 50 lakhs,Urdu,Legal,Hindu,fake
Brahmin - Shivhalli,M.Plan. (Planning),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Merchant Navy,Christian,fake
"Nair Vaniya,Nair Vilakkithala",MCA/PGDCA,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Science,Jain,fake
Brahmin - Danua,B.Plan (Planning),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Admin/Secretarial,Christian,fake
Sindhi-Dadu,PG Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Travel/Airlines,Buddhist,fake
Brahmin - Sikhwal,B.Pharm (Pharmacy),State Government,INR 50 lakhs and above,Urdu,Telecom/ISP,Sikh,fake
Nai,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 50 lakhs and above,Urdu,Pharmaceutical/Biotechnology,Christian,fake
